id|short_title|location|view_date|text
80466|girlnextdoor|Pacific Beach Cities 16|2004-04-17|<p>Matthew is a senior, looking to go to Georgetown if he can only get a scholarship. But he also wants something else, something more interesting to remember about his high school years than being an overachiever with no social life to speak of. And then an incredibly hot woman starts housesitting next door. When they hit it off, it will change Matthew's life forever, and not simply because she has worked in the porn industry.</p><p>This movie is quite funny. Even though the ultimate outcome is in little doubt, the roundabout way it twists its way there is mostly refreshing. There was only one point in the movie (the last bank scene) that grated on me. The scene was necessary for setting up the rest of the movie, but was a little too unrealistic for my tastes. Everything else, however, is just pure and simple (well, not so "pure") fun. Oh, yeah, and I could never get tired of Elisha Cuthbert - even with my general distaste for blondes.</p><p>This isn't a deep movie, but I'd recommend it to anyone who can enjoy a high school movie with a good sensibility. For light fare, it definitely pleases the palate.</p>
80467|springsummer|Landmark Westside Pavilion Cinemas|2004-04-25|<p>At a monastery floating in a lake in some remote Korean valley, two monks take care of the grounds. One is an old man and the other a child, who the old monk has taken in as an orphan. As the years progress, the old monk instructs his charge in life, from his youthful torturing of small animals to his sexual desires to worse. With each season, life progresses in the world outside, but the temple is constant.</p><p>I enjoyed the symbolism that pervades this film. In each season there is an animal (though, admittedly, I'm not sure of the symbolism of a couple of them). On top of it, the scenery and cinematography are amazingly gorgeous. My main complaints about the film are a couple things that were unnecessary, in my opinion. Near the end, when we get flashbacks to the boy torturing the animals, it is completely unnecessary. The allusion was already obvious. The departure of the mother at the end was also excessive, though not all that surprising.</p><p>This is a beautiful film that's I'd recommend to anyone who can enjoy a good art film. Just make sure you watch it on a screen that does the visuals justice, because you don't want them diminished in the least.</p>
80468|easyrider|DVD at home|2004-05-06|<p>After a drug deal, Wyatt and Billy leave Los Angeles for New Orleans on their choppers. Along the way, they see the sights of America, meet a couple  travelers to bring along for the ride, and run into more than their fair share of trouble. Most of the trouble comes from the way that backwards Americans react to their appearance, always long before they have a chance to even say or do anything. Will making to New Orleans and Mardi Gras mean that the two have found freedom?</p><p>I could quickly see how this movie would be beautiful to watch on a big screen. The landscape shots of the backcountry of American are amazing. Unfortunately, for me at least, that was where the appeal of this movie ended. I understood the message, and was quite surprised by the ending, but it just didn't grab me. While the movie was trying to show the merits of the hippy lifestyle, I was more impressed by the quick glances at poor blacks along the road in Louisiana.</p><p>I wouldn't recommend this film. It isn't horrible, but it just seems like a movie whose time has passed. Perhaps a few retro types would enjoy it more.</p>
80469|azumi|DVD at home|2004-05-22|<p>Following the bloody battle of Sekigahara, a man is assigned the task of assembling a group of assassins. Their mission is to assassinate any lord who seeks war that will disturb the peace which the country is desperate for. Azumi and nine other boys are raised from a young age to carry out this mission. Now that they are age, following a final test, they must set out into the world at large to complete their mission. The forces weighed against them may not be such pushovers, though.</p><p>There are a lot of dead bodies in this film, with the heroes wading through throngs of fighters to reach their goals. Much of the fighting is stylized, though not in an unpleasant way. There are a number of sweet camera techniques that impressed me. In particular, one scene with a vertically rotating shot and another that lets us seen an arrow deflected into the head of an enemy. The downside of this film is the plot, which is quite weak, and the characters, which are overly immature. The personal issues that the young protagonists have are mostly shallow and abstract, not fitting well up against the supposed seriousness of their training and mission. This disconnect left the movie with a dissatisfying tinge. I still had fun, but not nearly as much as I would have hoped.</p><p>I wouldn't recommend this film. Kitamura's <short=\"versus\"  title=\"Versus\">Versus</a> is much more consistent, if more than a bit gorey. The director is working on the next (and last?) <a href=\"http://www.godzilla.co.jp/\" title=\"Godzilla Website\">Godzilla</a> film, which has my hopes up. I think he has certain talents that just need development or assistance.</p>
80470|tasogaresamurai|Laemmle Playhouse 7 in Pasadena|2004-05-23|<p>Iguchi Seibei, called Tasogare (or Twilight) by fellow samurai, is a low-level bureaucrat in a northeastern han in 1865 Japan. When his wife dies, he has to struggle to take care of his two daughters, ten and five, and a mother who clearly has Alzheimers. The divorce of his childhood friend, Tomoe, brings her back into his life. He ends up in a duel with her ex-husband, and in return she begins helping to care for the children. Tension builds after the lord of the han dies, throwing succession into question at a time when tensions are already rising on the national level. Even a samurai as low as Iguchi cannot escape his duties to the clan.</p><p>This movie is amazingly beautiful to watch, with excellent acting all around. My friend found the story's conflict slow to develop, but I personally thought there was a building tension throughout the film. The love story is moving in the way that only Japanese love stories can be. In many ways, the film feels like a slice of life in the final days of Tokugawa Japan with incredible attention to details. Unlike many samurai (or chambara) flicks, this movie really seems to have an eye to historical accuracy while still providing a dose of action. The fight scenes, while short and sparse, convey a level of tension that is amazing. They did seem a bit longer than I might expect, but they still felt quite realistic. In the end, the movie bottles up an incredible amount of symbolism as well, exploring the fall (twilight) of the samurai class as well as the emergence of a modern Japan.</p><p>I would certainly recommend this film. I was happy I got to see it on a big screen, instead of waiting to see it on DVD. This isn't so classic that I'll be likely to buy the film, but it is good film-making.</p>
80471|menaceiisociety|TV at sister's house|2004-05-29|<p>Kaydee is about to finish high school in South Central L.A. His grandparents who have raised him are proud. But life in this neighborhood isn't all roses. After his friend kills the owners of a liquor store, things start to go downhill. Egos start to class and murdered friends have to be revenged. Meanwhile, Kaydee is growing closer to the former girlfriend of a man who'd been something of a big brother to him. She wants to get out and for Kaydee to come with her.</p><p>This film is not light by any stretch of the imagination, so should not be watched unless one's in the mood for something that might weigh you down for a while. The film is excellent. I thought the acting was quite good and the plot moved along in a realistic stream, even as it cascades.</p><p>I'd recommend this film, with the warnings I've already stated. It does a good job of capturing the effects environment can have on someone even when they are trying to be good people. That's something I find an unsympathetic ear for quite often, no matter how much it fits to reality.</p>
80472|therundown|Video at sister's house|2004-05-29|<p>Beck is a man trained to violence but who really just wants to open up his own restaurant. Locked into an obligation to recover items for a man, he secures the promise of a final job if he travels to Brazil to bring back the man's son, Travis. Travis has been trying to track down a solid gold artifact, meanwhile stepping on the toes of the local mining boss, a real slave-driver. Throw some guerrillas into the mix, and bringing Travis back to the U.S. may not be as easy as it seems.</p><p>I liked this movie a lot. It isn't anything more than it pretends to be, but it is tons of fun at what it does best. The action is over-the-top and there is plenty of humor to round things off. On a positive note, there are even several stunts and action sequences that are genuinely creative and new, something that seems to be harder to come by lately.</p><p>I can only recommend this movie to fans of The Rock. Other people aren't going to like it, but this is a distinction that sorts itself out rather easily. Given nothing better to do, I'd watch this again.</p>
80473|themedallion|DVD at aunt's house|2004-05-30|<p>Cop Eddie Yang is tracking down an organization that kidnaps a young boy. They want the boy because he is the only one who can join the two halves of a medallion that can unleash incredible powers. Eddie dies in the line of duty, but the boy uses the power of the medallion to bring him back to life with the aforementioned powers. Can Eddie and his partners stop the bad guys before they are able to take advantage of the powers of the medallion as well?</p><p>Hollywood has done a lot of harm to Jackie Chan, as far as I'm concerned. I hadn't seen this movie in the theater for precisely that reason. His last few Hollywood movies have been a bit trying. This one isn't much of an exception. The plot is quite simplistic and lame, and not pulled off in a way that could salvage it. The characters aren't all that appealing either. The films saving grace are some really amazing action sequences throughout the film. But even here, I have to say that the special-effects laden final fight scene was disappointing.</p><p>I wouldn't recommend this film to anyone, really. Die-hard Jackie Chan fans will have already seen it, but this just isn't worth it for a Chan fix.</p>
80474|johnnyenglish|DVD at aunt's house|2004-06-01|<p>With all of Britain's secret agents killed at the funeral of the top agent, when the Crown Jewels are stolen, Johnny English is the only one to go looking for them. He suspect Pascal Sauvage, the man who had recently been in charge of a cleaning and restoration of these same jewels. Johnny's bungling, though, causes his commanders to swear him away from Sauvage. These leaves Johnny and his assistant alone to track down the culprit... with the help of an attractive agent who turns out to be on the same side.</p><p>I've never really been into Rowan Atkinson's humor, and this movie doesn't really diverge from the other humor of his that I've seen. There are certainly some funny moments, but overall the film ends up being a bit trying. Not so bad that I couldn't sit through it, but certainly it doesn't inspire me to see any of his other films. I couldn't recommend that anyone else does, either.</p>
80475|secondhandlions|DVD at friend's house|2004-06-02|<p>Walter is left with his two uncles while his mom runs off, supposedly to attend classes. This isn't the first time she's done this, but this time he's being left with two uncles who are reported to be loaded with cash. Mom, of course, hopes that Walter can uncover it. The two uncles, however, are on the curmudgeon side of things and don't really appreciate visitors. The longer Walter stays, the more he becomes curious about his uncles and their pasts.</p><p>I liked this film a lot. Caine and Duvall are great, playing characters that I found incredibly likable. The film ends up being touching and funny, playing with a past the way that <short=\"bigfish\" title=\"Big Fish\">Big Fish</a> did, leaving the viewer questioning what was real and what was fake, but not disappointing that the line is never clearly drawn in the sand. I guess I'm just a pushover for eccentric old men, being a fan of Waldorf and Statler from a young age.</p><p>I'd recommend this film to most people. It isn't deep or insightful, just a nice story about growing up filtered through some great personalities.</p>
80476|mybigfatgreekwedding|DVD at aunt's house|2004-06-02|<p>Toula Portokalos is a 30-year-old Greek-American. Not being the most outgoing or attractive of women, she is still single. Her parents imagine that some day a Greek man will come along and marry her, providing the family with plenty of children and Toula with plenty of time to cook. But then Toula meets Ian, and as they become more involved, the question is how will her family handle her attraction to a non-Greek. When it comes time for the wedding, the involvement of Toula's massive family will contrast sharply with Ian's American nuclear family.</p><p>There were many funny parts to this film, and I can certainly understand one person's comments to me when the film came out that immigrants will really appreciate it. The love story is touching. I also enjoyed the fact that the main character isn't really attractive in a physical, Hollywood way. I didn't really get much out of the film, though. It wasn't painful, but I couldn't see myself drawn to watch it again or look for other films from the same crew.</p><p>I don't really recommend this film. Perhaps it will be fun for children of immigrants, especially peasant immigrants who hold to the old large-family traditions. The romance itself isn't worth the watch in my opinion.</p>
80477|downtoearth|DVD at aunt's house|2004-06-03|<p>Lance aspires to be a stand-up comedian, hoping to land a big spot on the Apollo's closing night. Then one night, while biking home, he gets hit by a bus. Problem is, he wasn't supposed to die yet. Heaven cannot give him his old body back, so they offer him a new one. He ends up opting for Charles Wellington, III. This gives him access to Sontee, the woman he'd been looking at when he got hit by the bus. Problem is, Wellington is a rich white guy, and Lance's brand of Black humor doesn't play so well coming from his lips. Against all odds, though, Lance wins over the heart of his love interest.</p><p>Apparently this is a remake of another movie that I haven't seen. It was obviously twisted to fit the mind of Chris Rock. The movie as a whole works, as corn-ball as some of the elements are. What is great is the fact that Rock gets to lay down some excellent humor along the way, saying things that we all know is true but that just don't get aired in American media if it can at all help it.</p><p>This isn't a great movie, but I'd recommend it to Chris Rock fans. The scene where Wellington rips into the board of the hospital is almost worth it alone. The rest of the movie ends up just being a vehicle for some good jokes along the way.</p>
80478|mybosssdaughter|DVD at aunt's house|2004-06-03|<p>Tom has the hots for the boss's daughter, Lisa. Afraid for his job at the slightest whim from the old man, he still cannot refuse an offer from Lisa to come over. He just doesn't realize that she's asking him to housesit while she goes to a party with her boyfriend. With a list of strict rules, Tom is not alone for long in the house, as calamity upon calamity visit him through the night.</p><p>I don't have much to say about this film. I hadn't heard of it before I watched it, and don't plan to set foot near it ever again. It wasn't so absolutely painful to watch, it is was just completely lackluster. The humor is clearly aimed a people with a different sense of humor from mine. It is sad that today's youth has developed a sense of humor which likes this kind of movie, but then I guess that's why we don't have many intelligent comedies today. Thanks a lot, Hollywood.</p>
80479|meettheparents|Video at sister's house|2004-06-04|<p>Greg Focker is madly in love with his girlfriend and ready to propose when he finds out that he needs to meet her parents first. So, as they head off for her sister's wedding, he gets his opportunity to make an impression upon her father. Problem is, her father is an ex-CIA agent who is suspicious of everyone, particularly those dating his daughter. Add to this the fact that everything just seems to go against Greg as the weekend progresses. By the end of the weekend, he'll be lucky if she'll even talk to him, let alone marry him.</p><p>I tend to have mixed feelings about Ben Stiller, but with the encouragement of friends and relatives decided to watch this film at last. It is fairly funny, even with the exaggerations that just don't make sense at times. I can see the things that frustrate other people when they said they disliked the film. The film does cross the line from absurd but believable to just beyond the pale of reality, although it doesn't seem to be aware of this in a way that would make it more acceptable.</p><p>Although funny, I wouldn't watch this movie again, I think. I don't recommend against it, but I also don't see any reason to see it if you haven't already. A sequel is set to come out soon. If other people pull me to see the film, I'll watch it, but I won't go out of my way to watch it.</p>
80480|monster|DVD at sister's house|2004-06-04|<p>Aileen Wuornos is a road-side prostitute in Florida. Life is hard and hardly worthwhile when one night she meets Selby. Inspired by a newly discovered love, Aileen tries to make something more out of her life in an effort to provide for Selby. But there are no doors open to an ex-prostitute trying to make something of herself. When she resorts to hooking again, she manages to come out on top of a life-and-death situation. Seeing the possibilities and overcoming her hesitations, when things get hard again she kills several more johns before the authorities finally pay attention to the murders and track her down.</p><p>I hadn't really heard about Aileen until this movie and the documentary started to attract attention. The movie is well done and I have to admit that Theron did an excellent job of portraying the character. The overall story is tragic, of course, since we already know that Aileen has been executed as long as you've paid any attention to the news. It felt real, that the people and situations were as one might expect and that motivations were in place.</p><p>I still cannot say I'd recommend this film. If you have some interest in the case, then it is worth watching. The film is more sobering or depressing than anything else, though. Not something to watch unless you're willing to handle the sour mood you'll have afterward.</p>
80481|mybabysdaddy|DVD at sister's house|2004-06-04|<p>Lonnie, G, and Dominic have been together since birth. Living with an uncle, they all manage to get their girlfriends pregnant at the same time, too. Struggling with keeping it real in the face of parental responsibilities of all sorts, they each have to make life decisions about what they want to do with themselves in light of having a child.</p><p>There are certainly funny moments in this film, and the 8-year-old rapper is certainly cute, but overall this movie is disappointing. There's quite a lot of humor that's just in bad taste. I didn't at any point feel any kind of compassion towards the characters. Through it all, we can see the ending coming a mile away and it just isn't worth the ride.</p><p>I wouldn't recommend this film to anyone. Even if you are a deadbeat parent, this isn't where you're going to learn to turn over a new leaf.</p>
80482|dm2|DVD at home|2004-06-07|<p>I hadn't watched this <short=\"dm2\" title=\"Drunken Master II Review\">movie</a> in a while and thought my youngest bother should see it. Still a classic.</p>
80483|mywifeisagangster2|DVD at home|2004-06-08|<p>In a huge gang fight atop a skyscraper, our heroine falls to almost certain death. But she instead only suffers amnesia and minor injuries. Two years later, her gang still doesn't know where their leader has disappeared off to, but a noodle shop owner is sure glad to have her helping out. He also would love to get to know her on a more intimate level, but she resists this even in her sleep. When a rival gang comes in to scare out the area shopkeepers so that construction can start on a shopping mall, the opportunity will arise for our heroine to remember her past.</p><p>The <short=\"mywifeisagangster\" title=\"My Wife Is A Gangster\">first movie</a> was hilarious and very well done. In particular I was impressed with Shin Eun-Kyung's performance, doing an excellent job of capturing the attitudes and emotions of the character and eliciting plenty of laughs with it. Here, the character just doesn't work. Some of the same situations are presented, but they just don't pan out. On top of this, much of the fight choreography is disappointing. I'd heard that she'd been injured while filming, so perhaps this is partly at fault, but the script and flow just lack the life of the first film.</p><p>I don't recommend this film. Catch the first one, by all means, but watching this sequel will just disappoint.</p>
80484|storyoftheweepingcamel|Laemmle Town Center Theatre in Encino|2004-06-18|<p>A well-off family in the Gobi Desert of southern Mongolia can celebrate as many of their camels give birth. But the last camel to give birth has a lot of problems birthing a white camel. After the camel is born, the mother rejects it, leeding to worries for the family. They try many things to get the mother to accept its child before it starves to death, finally sending their sons off to Aimak to fetch a musician.</p><p>Although slow and simple, this documentary was still interesting. I have to admit that I got to cheat though, since I had a Mongolian sitting next to me giving me running commentary. This helped point out one of the failings of the film, which was the subtitles - many things aren't translated. For fans of documentaries, however, it is still a good watch. The people are clearly aware of the presence of the camera nearly all the time, but we still get an insightful view of life on the edges of civilization. I have to admit surprise at the ending.</p><p>Take note of the fact that National Geographic had a hand in this film. If you're the kind of person who enjoys reading or watching things they sponsor, then you will almost certainly like this movie. Few people have had anything bad to say about the film, and I count myself among them.</p>
80485|oasis|Laemmle Playhouse 7 in Pasadena|2004-06-19|<p>Hong Jong-Du, a man of 29 years who clearly isn't all there, has just got out of prison. Unable to find his family, who have moves, it takes the police picking him up to finally locate them. He then searches out the family of the man he was sent to prison for killing in an automobile accident. That family is in the process of moving, but leaving behind a physically disabled Han Gong-Ju. Returning later, Hong tries to introduce himself and then attempts to rape the woman. But then she calls him up unexpectedly. Soon they develop a relationship that no one else understands.</p><p>This is a hard movie to describe to other people, since the basis sounds so offensive and absurd. The movie, however, works quite well and doesn't seem at all unrealistic. Ultimately, it is about two people who no one else want to treat as human beings or adults. There are numerous scenes that pound in this fact. Sadly enough, this is also apparently pretty much how handicapped people are treated in South Korea. Over the course of the movie you get to understand who these two people are and what it is they want out of life, even though everyone else seems to be against it. I will warn you that this movie doesn't not have a happy ending, so be prepared to cry if you are susceptible to such things when watching movies. The one complaint that my friend had was with Moon So-Ri's acting when we see her imagination. I didn't find a problem with it myself, since it is a fantasy, but then I don't speak Korean.</p><p>I'd recommend this film to anyone. I thought is was well done and certainly a movie I would consider watching again at some point down the line, though definitely not when I'm feeling a little depressed already.</p>
80486|vibrator|Laemmle Playhouse 7 in Pasadena|2004-06-23|<p>Rei is browsing through the convenience store looking to buy liquor and snacks. In comes Takatoshi, who catches her eye and then taps her buttocks as he passes. Soon she is in his truck, and the two of them are traveling together as he makes his deliveries throughout eastern Japan. Neither seem to have much purpose in life, but are looking for something.</p><p>This is no uplifting movie by any stretch of the imagination, but it really manages to speak on many different levels. The acting is top-notch, and every last detail seems to be dripping with meaning or symbolism. The situation manages to catch the hopelessness of a large group of people in modern Japan, not to mention the industrialized world as a whole. The different levels of narration allow use to get at more problems and feelings that the main character has. There was much made of the director's experience in the porn industry, but I saw nothing the least bit tasteless in the film's presentation.</p><p>I cannot really recommend this film. Not because it isn't thought-provoking or interesting, but because it really takes a certain type of person or a particular mood to want to watch it. I can understand why some people considered this to be the best Japanese movie of 2003. Maybe I cannot recommend it mostly because it only spoke to my loneliness and sadness, but didn't seem to teach me anything about myself.</p>
80487|thespookwhosatbythedoor|Directors Guild of America|2004-06-24|<p>Under pressure to integrate, the CIA decides to go through the motions of hiring a Black agent, fairly sure that none will make it through the process. Dan Freeman surprises them all, landing the only spot. But then he spends five years making photocopies, working reception, and giving tours of the building. Frustrated, Freeman quits and returns to Chicago. Using the training and knowledge gained in the CIA, he forms an guerrilla army of Black men willing to take on the U.S. government.</p><p>This movie played for a couple days in L.A. before it was pulled, never to be seen again until now. Most of the people involved in the film never worked in film again. Why. Because this film is not only funny, but subversive. Sadly, most of the humor comes from the reality of the situation, the racism of the system in which we live which has not changed all that much in the past thirty years. I thoroughly enjoyed this film and liked a lot of what it had to say. The real failing of the film is the lack of a political outlook. Amidst the arming to fight the U.S., there is no political program laid out. Although reality would never allow the situation to advance as far as it does in the film without these questions coming to the fore, the film can ignore them.</p><p>I recommend this film to everyone. It has been put on DVD with the screenwriter adding a commentary track. I'm going to try to get hold of it, just so I can listen to that, since he was quite funny and interesting in person that night after the film.</p>
80488|negroeswithguns|Directors Guild of America|2004-06-25|<p>Returning to his hometown of Monroe, North Carolina after an aborted stint in the military, Robert Williams soon becomes the local head of the NAACP. He helps organize protests over the public pool, where Blacks are not allowed despite the taxes they pay. Williams also advocates armed self-defense, and it is this that gets the local white population hot under the collar. Klan rallies come to town, but Williams and the community stand firm, ready to fight back when their neighborhoods are invaded. With mounting pressure, Williams and his family leave the area but then face trumped-up charges of kidnapping. They, in turn, flee the country for eight years, returning in 1969 in a different climate.</p><p>This is an excellent documentary that I hope becomes more widely available. Right now it is only at festivals, from what I can tell, but hopefully it makes it to theaters or at least DVD in the future. The film does an excellent job of showing the situation and its development. Robert Williams is definitely an important figure in U.S. history that has been mostly ignored to this point. I'm happy so see that his book (of the same title) is back in publication. It was great to hear the broadcasts of his radio program, which showed how much this man had been able to accomplish.</p><p>This is a film everyone should see. They should show this in schools. In addition, anyone who can get their hands on the book should give it a read. Highly recommended.</p>
80489|aroundtheworldin80days|Alhambra Renaissance|2004-06-26|<p>After stealing back a jade buddha from the Bank of London, Lau Xing stumbles into a job as a valet for Phileas Fogg, an inventor and laughing-stock of the Royal Academy of Science. On a bet, pushed along by Lau Xing, Phileas Fogg sets off on a journey to circumnavigate the globe in eighty days. As they set off, Lau Xing is pursued by the minions of General Fang, who is working with British officials to take over China (or Lau Xing's village, in particular). Lord Kelvin also has his own people pursuing the group, hoping to prevent them from completing the journey.</p><p>I found this movie to be a lot of fun. I wasn't concerned with how close the movie stuck to the original (which it clearly didn't do very well). Instead, there is plenty of good, light-hearted humor and fun action scenes. On top of this, there is a healthy dose of cameo appearances from various celebrities that provide unexpected flare throughout. The plot is simple, and there is not way this is going to be memorable, but for a Jackie Chan fan, it is an improvement over his other recent American films.</p><p>If you are a fan of Jackie Chan, then you should see the film. The movie also has a lot of appeal for kids, its primary target audience. Other people should avoid it, since they just aren't going to appreciate the fanciful tale.</p>
80490|fahrenheit911|Laemmle Playhouse 7 in Pasadena|2004-06-27|<p>After a contested election where George W. Bush lost the popular vote, his presidency appears to be on the lackluster path of a lame-duck. But then the terrorist attack of September 11, 2001 provides the impetus for his entourage to push there policies on the American population. The documentary looks at the connections and movements of the president and his friends and advisors. It also looks at the reality behind the wars as well as the way the average American sees and deals with the changes to their life.</p><p>This movie is very well done. I was sceptical of how it would turn out, since I know that I disagree with Michael Moore's politics - and the critics presented it as simply advocating that. This film doesn't have the unsettling moments that plague <short=\"bowlingforcolumbine\" title=\"Bowling for Columbine\">Bowling for Columbine</a>. Instead, the real gems of the film are the personal glimpses into how Americans and soldiers and Iraqi's deal with our current situation. There are so many good scenes, and so much material to provoke after-movie discussion. I also felt that the movie leaves things open-ended, leaving room for viewers to draw the correct conclusions, not just Moore's point of view. It shows the way in which the government uses fear to manipulate people. It shows the way that corporations and personal ties influence public policy. The film's failings include a soft hand toward the Democratic Party. They are presented merely as weak, instead of the willing accomplices they are. Not looking back before Bush's presidency, the movie ignores the role Clinton played in setting up and preparing for this war. Although not presenting anything new to those of us who have been opposed to U.S. policy from the get-go, the medium of a movie that is bound to be seen throughout the country is a great opportunity. Now if only it would lead to the population throwing off both yokes, the two factions of business's political party.</p><p>I recommend that everyone see this film. The only people who aren't going to like it are those who have their heads stuck complete up their asses. The real war is the one against the American population, and if this movie allows a few more people to see that and then decide to do something about it, great.</p>
80491|spiderman2|ArcLight Hollywood|2004-07-01|<p>Nearly two years after the death of his uncle, Peter Parker is still struggling to keep his life together as a student, as Spider-Man, and as a love interest for Mary Jane. Running himself ragged and letting Mary Jane slip through his grasp into an engagement with another man, his super powers start to disappear as well. Maybe the best thing for Peter to do is retire as a super hero so that he can focus on his life and education. But then Dr. Otto Octavius's fusion experiment goes wrong and fuses four mechanical arms to his body, creating Doctor Octopus. Bent on recreating his experiment on a larger scale, only one man may be able to stop him.</p><p>Many people are saying this movie is better than the <short=\"spiderman\" title=\"Spider-Man\">first</a>, and for good reason. I think they did a good job of keeping everything together, moving the story along with an interesting plot, and even giving something to the comic fans. I personally loved Bruce Campbell's cameo. The special effects are mostly well done, though there are a few times when the CGI is a little too obvious. And when the dialogue descends into corn and morality, it is done well, so that it doesn't break the atmosphere of the film at all.</p><p>I recommend this film to all. It doesn't cover any introspective territory to qualify it as great film, but it is plenty of fun. Of courses, if you haven't bothered to see the first one, then you should already know where you stand on this film.</p>
80492|controlroom|Laemmle Town Center Theatre in Encino|2004-07-03|<p>With the U.S. military's tight control over the media, when Al Jazeera is willing to show a side of the war hidden from U.S. audiences, officials get angry. Rumsfeld, in particular, spewed forth voluminous amounts of venom in an attempt to discredit the station, while at the same time carrying out the very actions he was accusing the Arab network of. This documentary takes a look at the network, the people behind it, and the coverage they are giving to the U.S. invasion and occupation of Iraq. At the same time, we get to see the experiences of U.S. and British media as well when dealing with CentCom, the U.S. military's filtering machine.</p><p>This documentary does a good job of getting behind the scenes. The two main people who she interviews at Al Jazeera do an excellent job of conveying the troubles the network has faced and the feelings of the people behind the news. Although the focus is on Al Jazeera, it is quite interesting to also see how frustrated the reporters from the other networks get at the games the U.S. military plays. For example, the day of the invasion of Baghdad, the press conference instead focuses on Jessica Lynch, a non-story compared to the lead. We also get a glimpse at what the military is willing to do to control the media, particularly the Arabic media. Al Jazeera is not above reproach, and we can see in some of what they portray their own audience pandering. But, they also do an excellent job of showing how and why they show the clips that will never make it onto U.S. mainstream media. When the U.S. military makes claims that have no support, they seem to be the first (and sometimes only) people to call them on it. The main thing missing from the movie is the position of the network in their own country.</p><p>I definitely recommend this documentary to those really interested in how the media works. It is also a great look behind the scenes of a scripted war that sometimes doesn't follow the script of the head writers. If the movie is available in your area, catch it.</p>
80493|sympathyformrvengeance|DVD at home|2004-07-11|<p>Ryu is deaf and dumb, and his sister will die soon if she doesn't get a  kidney transplant. Ryu decides to donate his, but then it turns out he is not the right blood type to be a doner for her. With little time, Ryu find a group of people who will take his kidney and money in exchange for finding a proper doner. They come through, but then Ryu needs the money that he gave the kidney merchants in order to pay for the operation. His girlfriend suggests that he kidnap and ransom his former boss' daughter. But, they instead decide to kidnap his boss' neighbor, Park's, daughter. Everything spirals downhill from there, and it won't be clear if Ryu or Park are supposed to be the \"good guy.\"</p><p>First off, you'll have to suspend some disbelief to buy some of the premises of this film. Different scenes are set up for the flow of the story, but not to maintain realism. Once you accept this, things are a mixture of funny, sad, and just plain demented. The best word I can give to this film is \"twisted.. One important note for those of you who do not read Korean, the subtitles are inadequate. Everything eventually comes out in the dialogue, but there are numerous scenes where the audience is expected to be able to read something on screen, and there were no subtitles to fill us in. I wish I'd grabbed one of my Korean friends to watch the film with me.</p><p>Although interesting, I cannot recommend the film to everyone. If you can appreciate a truly demented film where you know from an early stage that things are just going to get worse and worse for everyone involved, then sit back and enjoy. You really have to have a taste for this. There's also a bit of gore, though not too graphic.</p>
80494|shurayukihime|DVD at home|2004-07-17|<p>In the years after the beginning of the Meiji period in Japan, a woman's husband is killed by four people so that they can profit off of a village. Sent to jail for killing one of them, she gets pregnant so that her child may grow up to take revenge. Twenty years later, Yuki has gotten all the training she needs and is tracking down the remaining criminals.</p><p>I actually not that well versed in the chambara genre, so I cannot compare this to other movies. I was quite surprised at the graphic nature of some scenes. Not that I was offended, simply that it was the kind of thing I expect more in a 90s film. The plot itself is doused with improbability, but is quite fun none-the-less. The main character is certainly likable, and there are a few twists to the plot that I wasn't looking out for. I can easily see why this movie was a strong influence on Tarantino.</p><p>This is a specialist's film. If you are interested in old Japanese movies or in the foundations of other <short=\"killbillvol1\" title=\"Kill Bill Volume 1\">films</a>, you'll definitely want to check it out anyway. If you just like a good, old-fashion revenge flick, it will also please.</p>
80495|theylive|DVD at home|2004-07-19|<p>Nada comes to Los Angeles when he isn't able to find a job in Denver. The whole economy and society seems to be going to pot, but he falls in with a homeless community and gets a construction job. But then he gets suspicious of the comings and goings of some neighbors. When the police raid them, Nada helps others to flee then eventually comes into possession of a pair of sunglasses. Only, these sunglasses allow him to see the writing on the walls... literally. Aliens have taken control of society, and it is up to those who can see to bring it to an end.</p><p>This is cult classic. As allegory, this movie is wonderful (though, sadly, there are too many people who have these kinds of ideas literally). My favorite subconscious message is to \"Marry and Reproduce.. There are also numerous lines that will last through the ages (or at least among people of my age)... bubblegum, anyone. I was also a fan of pro-wrestling as a kid, so \"Rowdy\" Roddy Piper is a pleasure to watch, particularly in gratuitous fight scenes.</p><p>If you didn't grow up with this film, I'm not sure you'd be interested in it. It isn't Carpenter's best, but certainly my favorite of his. I'd be happy if more people saw this film, but I know that's just not going to happen.</p>
